fecha,Price,Open,High,Low,Vol.,DAY,N10D,GPRD,GPRD_ACT,GPRD_THREAT,GPRD_MA30,GPRD_MA7,event,GPRC_CHN,GPRC_EGY,GPRC_ISR,GPRC_RUS,GPRC_SAU,GPRC_USA,GPRC_VEN,barcos_panamá,barcos_suez,precio_objetivo,fecha_objetivo,Price_lag1,Price_lag2,Pendiente,Alto-Bajo,Bajo-Alto,Price_lag3,media_col1,desv_col1,skew_col1,kurt_col1,GPRD_Delta,mes,Price_Media_Mes,Price_Media_Mes_Pasado,prediccion
2015-01-15,46.25,48.6,51.27,46.07,478.34,20150115.0,923.0,132.789825,257.606415,23.874355,93.691895,117.199875,nan,0.288981,0.142396,0.51514,0.636596,0.259664,2.102442,0.058634,1079,1362,53.05,2015-02-03,48.48,2.3200000000000003,-2.5899999999999963,3.8999999999999986,-3.8999999999999986,-2.229999999999997,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,44.398567000000014,2015-01,47.72608695652174,47.72608695652174,50.076347
2015-01-16,48.69,46.35,48.87,45.95,175.63,20150116.0,870.0,156.109512,258.116364,82.318504,94.070747,130.256317,nan,0.288981,0.142396,0.51514,0.636596,0.259664,2.102442,0.058634,1079,1362,48.45,2015-02-04,46.25,-2.3500000000000014,2.229999999999997,5.200000000000003,-5.200000000000003,2.4399999999999977,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,23.319686999999988,2015-01,47.72608695652174,47.72608695652174,49.604553
2015-01-18,48.85,48.95,49.06,48.78,,20150118.0,424.0,78.126595,109.040565,51.971771,92.489891,123.326195,nan,0.288981,0.142396,0.51514,0.636596,0.259664,2.102442,0.058634,1079,1362,50.48,2015-02-05,48.69,2.3399999999999963,-2.4399999999999977,2.9199999999999946,-2.9199999999999946,0.1600000000000037,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-77.982917,2015-01,47.72608695652174,47.72608695652174,49.728672
2015-01-19,47.78,48.84,49.19,47.64,,20150119.0,606.0,120.25824,130.786987,109.089256,94.049927,119.351891,nan,0.288981,0.142396,0.51514,0.636596,0.259664,2.102442,0.058634,1079,1362,51.69,2015-02-06,48.85,-0.10000000000000142,-0.1600000000000037,0.28000000000000114,-0.28000000000000114,-1.0700000000000003,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,42.131645000000006,2015-01,47.72608695652174,47.72608695652174,49.71326
2015-01-20,46.39,48.69,48.77,45.89,49.74,20150120.0,737.0,175.291916,250.926453,119.598541,96.242783,122.742821,nan,0.288981,0.142396,0.51514,0.636596,0.259664,2.102442,0.058634,1079,1362,52.86,2015-02-09,47.78,-1.0600000000000023,1.0700000000000003,1.5499999999999972,-1.5499999999999972,-1.3900000000000006,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,55.033675999999986,2015-01,47.72608695652174,47.72608695652174,49.977238
2015-01-21,47.78,46.69,48.2,46.55,340.25,20150121.0,803.0,148.508636,189.176941,123.489586,98.719688,131.331024,nan,0.288981,0.142396,0.51514,0.636596,0.259664,2.102442,0.058634,1079,1362,50.02,2015-02-10,46.39,-2.299999999999997,1.3900000000000006,2.8800000000000026,-2.8800000000000026,1.3900000000000006,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-26.78327999999999,2015-01,47.72608695652174,47.72608695652174,50.011597
2015-01-22,46.31,47.35,49.09,45.87,426.83,20150122.0,874.0,98.543205,136.024445,69.335335,100.109596,126.438644,nan,0.288981,0.142396,0.51514,0.636596,0.259664,2.102442,0.058634,1079,1362,48.84,2015-02-11,47.78,1.0900000000000034,-1.3900000000000006,1.6500000000000057,-1.6500000000000057,-1.4699999999999989,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-49.965430999999995,2015-01,47.72608695652174,47.72608695652174,49.703045
2015-01-23,45.59,46.63,47.76,45.21,374.29,20150123.0,850.0,109.119881,124.324562,97.217789,99.625534,119.725838,nan,0.288981,0.142396,0.51514,0.636596,0.259664,2.102442,0.058634,1079,1362,51.21,2015-02-12,46.31,-1.0399999999999991,1.4699999999999989,3.220000000000006,-3.220000000000006,-0.7199999999999989,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,10.576676000000006,2015-01,47.72608695652174,47.72608695652174,49.968506
2015-01-26,45.15,45.2,46.41,44.35,310.64,20150126.0,658.0,135.926041,200.75206,117.212921,103.798752,125.074921,nan,0.288981,0.142396,0.51514,0.636596,0.259664,2.102442,0.058634,1079,1362,52.78,2015-02-13,45.59,-1.0399999999999991,0.7199999999999989,2.549999999999997,-2.549999999999997,-0.44000000000000483,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,26.80615999999999,2015-01,47.72608695652174,47.72608695652174,51.396904
2015-01-27,46.23,45.13,46.55,44.81,313.14,20150127.0,731.0,95.162682,126.493011,67.826363,105.88028,113.627892,nan,0.288981,0.142396,0.51514,0.636596,0.259664,2.102442,0.058634,1079,1362,54.06,2015-02-15,45.15,-0.05000000000000426,0.44000000000000483,2.059999999999995,-2.059999999999995,1.0799999999999983,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-40.763358999999994,2015-01,47.72608695652174,47.72608695652174,51.378075
2015-01-28,44.45,45.83,45.83,44.08,365.44,20150128.0,769.0,146.459427,197.541061,107.457878,107.664337,113.335144,nan,0.288981,0.142396,0.51514,0.636596,0.259664,2.102442,0.058634,1079,1362,53.61,2015-02-16,46.23,1.0999999999999943,-1.0799999999999983,1.7399999999999949,-1.7399999999999949,-1.779999999999994,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,51.296745,2015-01,47.72608695652174,47.72608695652174,51.36929
2015-01-29,44.53,44.43,44.96,43.58,300.73,20150129.0,881.0,105.280243,89.96244,125.062607,108.853142,114.297577,nan,0.288981,0.142396,0.51514,0.636596,0.259664,2.102442,0.058634,1079,1362,53.53,2015-02-17,44.45,-1.3799999999999955,1.779999999999994,1.75,-1.75,0.0799999999999983,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-41.17918400000001,2015-01,47.72608695652174,47.72608695652174,51.31401
2015-01-30,48.24,44.63,48.35,44.31,454.14,20150130.0,864.0,126.521683,107.021286,133.89949,109.945465,116.783554,nan,0.288981,0.142396,0.51514,0.636596,0.259664,2.102442,0.058634,1079,1362,52.14,2015-02-18,44.53,0.10000000000000142,-0.0799999999999983,1.3800000000000026,-1.3800000000000026,3.710000000000001,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,21.241439999999997,2015-01,47.72608695652174,47.72608695652174,51.344093
2015-02-02,49.57,47.59,50.56,46.67,511.41,20150202.0,655.0,101.147102,121.002914,109.339081,111.301346,106.995049,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,51.16,2015-02-19,48.24,3.6099999999999994,-3.710000000000001,4.039999999999999,-4.039999999999999,1.3299999999999983,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-25.374580999999992,2015-02,51.02095238095238,47.72608695652174,49.88846
2015-02-03,53.05,49.79,54.24,49.69,644.92,20150203.0,727.0,141.251175,190.783478,136.399094,115.460373,113.579117,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,50.34,2015-02-20,49.57,1.9799999999999969,-1.3299999999999983,3.8900000000000006,-3.8900000000000006,3.479999999999997,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,40.104072999999985,2015-02,51.02095238095238,51.02095238095238,49.195393
2015-02-04,48.45,51.67,52.56,47.95,577.52,20150204.0,767.0,90.696121,51.666828,122.103165,115.126244,105.61293,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,49.45,2015-02-23,53.05,3.259999999999998,-3.479999999999997,4.550000000000004,-4.550000000000004,-4.599999999999994,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-50.555053999999984,2015-02,51.02095238095238,51.02095238095238,48.70563
2015-02-05,50.48,48.67,52.1,47.36,596.85,20150205.0,889.0,89.428146,59.435257,99.14975,115.879707,103.348343,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,49.28,2015-02-24,48.45,-3.219999999999999,4.599999999999994,4.609999999999999,-4.609999999999999,2.029999999999994,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-1.267975000000007,2015-02,51.02095238095238,51.02095238095238,48.501373
2015-02-06,51.69,50.86,53.16,50.72,584.98,20150206.0,816.0,166.440292,161.880951,168.780869,118.802376,109.051003,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,50.99,2015-02-25,50.48,1.8099999999999952,-2.029999999999994,4.740000000000002,-4.740000000000002,1.2100000000000009,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,77.012146,2015-02,51.02095238095238,51.02095238095238,50.048023
2015-02-09,52.86,52.01,53.99,51.65,536.36,20150209.0,642.0,128.994064,61.726562,163.039169,118.166779,120.121208,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,48.17,2015-02-26,51.69,0.8299999999999983,-1.2100000000000009,2.4399999999999977,-2.4399999999999977,1.1700000000000017,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-37.44622799999999,2015-02,51.02095238095238,51.02095238095238,49.415604
2015-02-10,50.02,52.43,52.65,49.86,501.7,20150210.0,691.0,134.2285,95.582382,183.367828,119.436943,119.117966,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,49.76,2015-02-27,52.86,0.8500000000000014,-1.1700000000000017,2.3400000000000034,-2.3400000000000034,-2.8399999999999963,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,5.234435999999988,2015-02,51.02095238095238,51.02095238095238,48.70261
2015-02-11,48.84,50.98,51.14,48.05,519.27,20150211.0,777.0,110.845245,136.00499,113.441597,118.195839,121.996414,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,49.59,2015-03-02,50.02,-2.4099999999999966,2.8399999999999963,2.789999999999999,-2.789999999999999,-1.1799999999999997,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-23.38325499999999,2015-02,51.02095238095238,51.02095238095238,47.606247
2015-02-12,51.21,49.42,51.6,49.14,563.66,20150212.0,908.0,76.612251,116.383125,54.604698,115.697739,120.165573,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,50.52,2015-03-03,48.84,-2.1399999999999935,1.1799999999999997,3.0900000000000034,-3.0900000000000034,2.3699999999999974,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-34.232994000000005,2015-02,51.02095238095238,51.02095238095238,48.9795
2015-02-13,52.78,51.35,53.43,51.03,437.07,20150213.0,854.0,139.639847,77.338905,174.172363,117.406021,116.336937,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,51.53,2015-03-04,51.21,1.7899999999999991,-2.3699999999999974,2.460000000000001,-2.460000000000001,1.5700000000000003,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,63.027596,2015-02,51.02095238095238,51.02095238095238,49.660595
2015-02-15,54.06,53.75,54.42,53.71,,20150215.0,468.0,70.781364,98.788887,47.085537,112.147102,103.064529,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,50.76,2015-03-05,52.78,1.4299999999999997,-1.5700000000000003,2.3999999999999986,-2.3999999999999986,1.2800000000000011,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-68.858483,2015-02,51.02095238095238,51.02095238095238,49.8872
2015-02-16,53.61,54.04,54.08,52.92,,20150216.0,517.0,102.516602,166.076691,53.278603,111.956573,99.282036,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,49.61,2015-03-06,54.06,0.3100000000000023,-1.2800000000000011,0.7100000000000009,-0.7100000000000009,-0.45000000000000284,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,31.73523800000001,2015-02,51.02095238095238,51.02095238095238,49.5258
2015-02-17,53.53,52.75,54.15,50.81,518.8,20150217.0,696.0,123.745338,151.83316,134.559097,113.477203,97.784439,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,50.0,2015-03-09,53.61,-0.4299999999999997,0.45000000000000284,1.1599999999999966,-1.1599999999999966,-0.0799999999999983,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,21.228735999999998,2015-02,51.02095238095238,51.02095238095238,48.95868
2015-02-18,52.14,53.24,53.41,50.32,257.48,20150218.0,771.0,154.672424,171.329254,135.760239,114.624344,104.045464,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,48.29,2015-03-10,53.53,0.7800000000000011,0.0799999999999983,3.3399999999999963,-3.3399999999999963,-1.3900000000000006,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,30.927086000000003,2015-02,51.02095238095238,51.02095238095238,48.550926
2015-02-19,51.16,50.55,52.14,49.15,125.21,20150219.0,875.0,143.860077,158.513824,157.400223,113.576614,113.652298,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,48.17,2015-03-11,52.14,-1.1000000000000014,1.3900000000000006,3.0899999999999963,-3.0899999999999963,-0.980000000000004,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-10.812347000000017,2015-02,51.02095238095238,51.02095238095238,47.84722
2015-02-20,50.34,51.24,51.85,49.91,30.66,20150220.0,823.0,136.849701,128.403259,147.26387,113.187981,113.253708,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,47.05,2015-03-12,51.16,0.6099999999999994,0.980000000000004,2.990000000000002,-2.990000000000002,-0.8199999999999932,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-7.0103759999999795,2015-02,51.02095238095238,51.02095238095238,48.145172
2015-02-23,49.45,50.75,50.99,48.67,475.38,20150223.0,650.0,168.176514,162.578278,161.032532,113.804512,126.143188,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,44.84,2015-03-13,50.34,-0.8999999999999986,0.8199999999999932,1.9400000000000048,-1.9400000000000048,-0.8900000000000006,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,31.326812999999987,2015-02,51.02095238095238,51.02095238095238,47.070934
2015-02-24,49.28,49.42,50.33,48.68,293.1,20150224.0,711.0,149.088837,130.051193,154.965057,115.093506,129.763687,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,43.88,2015-03-16,49.45,-1.2999999999999972,0.8900000000000006,2.3200000000000003,-2.3200000000000003,-0.1700000000000017,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-19.087676999999985,2015-02,51.02095238095238,51.02095238095238,47.030605
2015-02-25,50.99,49.16,51.28,48.43,429.52,20150225.0,753.0,114.378174,96.483627,124.373352,114.375244,124.00737,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,43.46,2015-03-17,49.28,-0.14000000000000057,0.1700000000000017,1.6499999999999986,-1.6499999999999986,1.7100000000000009,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-34.71066300000001,2015-02,51.02095238095238,51.02095238095238,47.6773
2015-02-26,48.17,51.0,51.22,47.8,459.58,20150226.0,906.0,95.062653,58.320023,121.611649,114.37191,117.036308,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,44.66,2015-03-18,50.99,1.8300000000000054,-1.7100000000000009,2.8500000000000014,-2.8500000000000014,-2.8200000000000003,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-19.315521000000004,2015-02,51.02095238095238,51.02095238095238,47.845093
2015-02-27,49.76,48.97,49.94,48.46,399.49,20150227.0,813.0,105.936981,97.486977,115.194504,113.021164,112.620201,nan,0.323846,0.259989,0.510856,1.363802,0.205255,2.417442,0.03649,963,1120,43.96,2015-03-19,48.17,-2.8299999999999983,2.8200000000000003,3.4200000000000017,-3.4200000000000017,1.5899999999999963,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,10.874328000000006,2015-02,51.02095238095238,51.02095238095238,46.80299
2015-03-02,49.59,49.45,51.04,48.71,427.18,20150302.0,691.0,105.465256,28.674713,151.477783,112.236572,104.699799,nan,0.399555,0.387198,0.856778,0.790872,0.531367,2.49619,0.04531,1070,1115,45.72,2015-03-20,49.76,0.7899999999999991,-1.5899999999999963,1.4799999999999969,-1.4799999999999969,-0.1699999999999946,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-0.4717250000000064,2015-03,47.85409090909091,51.02095238095238,48.5437
2015-03-03,50.52,49.8,50.83,49.45,370.6,20150303.0,754.0,149.373077,105.115273,175.353043,113.408127,104.740402,nan,0.399555,0.387198,0.856778,0.790872,0.531367,2.49619,0.04531,1070,1115,47.45,2015-03-23,49.59,0.14000000000000057,0.1699999999999946,2.3299999999999983,-2.3299999999999983,0.9299999999999997,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,43.907821,2015-03,47.85409090909091,47.85409090909091,49.6473
2015-03-04,51.53,50.61,51.99,49.6,463.99,20150304.0,789.0,218.318787,125.565445,279.290619,117.31385,119.589066,nan,0.399555,0.387198,0.856778,0.790872,0.531367,2.49619,0.04531,1070,1115,47.51,2015-03-24,50.52,0.720000000000006,-0.9299999999999997,1.3799999999999955,-1.3799999999999955,1.009999999999998,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,68.94570999999999,2015-03,47.85409090909091,47.85409090909091,49.60714
2015-03-05,50.76,51.62,52.4,50.61,370.95,20150305.0,855.0,77.486961,84.973297,64.432838,115.188377,117.078255,nan,0.399555,0.387198,0.856778,0.790872,0.531367,2.49619,0.04531,1070,1115,49.21,2015-03-25,51.53,0.9200000000000017,-1.009999999999998,2.3900000000000006,-2.3900000000000006,-0.7700000000000031,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-140.83182599999998,2015-03,47.85409090909091,47.85409090909091,50.2608
2015-03-06,49.61,50.89,51.22,48.88,406.84,20150306.0,847.0,86.040718,93.573685,91.057976,115.033195,114.235931,nan,0.399555,0.387198,0.856778,0.790872,0.531367,2.49619,0.04531,1070,1115,51.43,2015-03-26,50.76,-0.8599999999999994,0.7700000000000031,1.7899999999999991,-1.7899999999999991,-1.1499999999999986,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,8.553757000000004,2015-03,47.85409090909091,47.85409090909091,49.824024
2015-03-09,50.0,49.6,50.79,49.25,409.88,20150309.0,664.0,79.820908,29.840704,116.15377,110.104507,108.02552,nan,0.399555,0.387198,0.856778,0.790872,0.531367,2.49619,0.04531,1070,1115,48.87,2015-03-27,49.61,-1.2800000000000011,1.1499999999999986,2.3399999999999963,-2.3399999999999963,0.39000000000000057,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-6.219809999999995,2015-03,47.85409090909091,47.85409090909091,49.460636
2015-03-10,48.29,50.08,50.36,48.2,395.76,20150310.0,738.0,89.771484,62.64661,104.50692,109.527313,99.511002,nan,0.399555,0.387198,0.856778,0.790872,0.531367,2.49619,0.04531,1070,1115,48.68,2015-03-30,50.0,0.3999999999999986,-0.39000000000000057,1.5399999999999991,-1.5399999999999991,-1.7100000000000009,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,9.950575999999998,2015-03,47.85409090909091,47.85409090909091,49.720634
2015-03-11,48.17,48.77,49.05,47.33,404.59,20150311.0,764.0,78.044785,77.804558,72.10743,107.829002,79.471863,nan,0.399555,0.387198,0.856778,0.790872,0.531367,2.49619,0.04531,1070,1115,47.6,2015-03-31,48.29,-1.7899999999999991,1.7100000000000009,2.1599999999999966,-2.1599999999999966,-0.11999999999999744,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-11.726698999999996,2015-03,47.85409090909091,47.85409090909091,49.935524
2015-03-12,47.05,48.44,48.76,46.86,358.38,20150312.0,941.0,105.607903,112.301682,81.961853,106.874985,83.489136,nan,0.399555,0.387198,0.856778,0.790872,0.531367,2.49619,0.04531,1070,1115,50.09,2015-04-01,48.17,-0.6000000000000014,0.11999999999999744,1.7199999999999989,-1.7199999999999989,-1.1200000000000045,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,27.56311799999999,2015-03,47.85409090909091,47.85409090909091,50.468254
2015-03-13,44.84,46.93,47.28,44.75,395.72,20150313.0,830.0,67.847771,63.660172,59.736229,105.441734,80.890144,nan,0.399555,0.387198,0.856778,0.790872,0.531367,2.49619,0.04531,1070,1115,49.14,2015-04-02,47.05,-1.3900000000000006,1.1200000000000045,1.8999999999999986,-1.8999999999999986,-2.2099999999999937,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-37.760132,2015-03,47.85409090909091,47.85409090909091,49.7453
2015-03-16,43.88,44.81,45.0,42.85,367.6,20150316.0,667.0,109.260101,99.021629,107.371964,105.982666,90.58606,nan,0.399555,0.387198,0.856778,0.790872,0.531367,2.49619,0.04531,1070,1115,49.14,2015-04-03,44.84,-2.0899999999999963,2.2099999999999937,2.530000000000001,-2.530000000000001,-0.9600000000000009,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,41.41233000000001,2015-03,47.85409090909091,47.85409090909091,50.02205
2015-03-17,43.46,43.84,44.2,42.41,346.31,20150317.0,715.0,97.292198,46.187012,130.983398,106.866356,91.660446,nan,0.399555,0.387198,0.856778,0.790872,0.531367,2.49619,0.04531,1070,1115,52.14,2015-04-06,43.88,-0.9299999999999997,0.9600000000000009,2.1499999999999986,-2.1499999999999986,-0.4200000000000017,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,-11.967903000000007,2015-03,47.85409090909091,47.85409090909091,50.743088
2015-03-18,44.66,42.51,45.34,42.03,220.64,20150318.0,762.0,117.374451,69.341125,144.593369,107.361618,97.278969,nan,0.399555,0.387198,0.856778,0.790872,0.531367,2.49619,0.04531,1070,1115,53.98,2015-04-07,43.46,-0.38000000000000256,0.4200000000000017,1.7900000000000063,-1.7900000000000063,1.1999999999999957,46.144734848484845,7.315731659979924,-0.2579847144424985,0.13022099679637522,20.082252999999994,2015-03,47.85409090909091,47.85409090909091,51.06609
