fecha,Price,Open,High,Low,Vol.,DAY,N10D,GPRD,GPRD_ACT,GPRD_THREAT,GPRD_MA30,GPRD_MA7,event,GPRC_CHN,GPRC_EGY,GPRC_ISR,GPRC_RUS,GPRC_SAU,GPRC_USA,GPRC_VEN,barcos_panamá,barcos_suez,precioSp,PriceD,OpenSp,OpenD,HighSp,HighD,LowSp,LowD,Vol.SP,Change ,precioDolar,OpenDolar,HighDolar,LowDolar,ChangeDolar,PriceEP,OpenEP,HighEP,LowEP,Vol.EP,ChangeEP,precio_objetivo,fecha_objetivo,Price_lag1,Price_lag2,Pendiente,Alto-Bajo,Bajo-Alto,Price_lag3,media_col1,desv_col1,skew_col1,kurt_col1,cambio_pct,evento_extremo,PrecioEnteroSP,media_sp,desv_sp,skew_sp,kurt_sp,momentum_sp,GPRDCambio,GPRD_extremo,momentum_dolar,momentum_EP,GPRD_Delta,mes,Price_Media_Mes,Price_Media_Mes_Pasado,Vol_WTI,Vol_WTI_extrema,Vol_SP,Vol_SP_extrema,prediccion
2004-04-06,34.97,34.4,35.0,34.17,64.43,20040406.0,1040.0,175.183868,228.625717,132.42807,148.091278,150.002396,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,144.75,1.0,148.25,1.0,148.5,1.0,141.5,469.55,-0.3,88.75,89.2,89.58,88.61,-0.53,,,,,,,37.74,2004-04-16,34.38,0.17999999999999972,0.00999999999999801,0.7100000000000009,-0.7100000000000009,0.5899999999999963,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.01716114019778936,0,1144.75,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,6.25,-0.04913457388950038,0,0.9000000000000057,,35.35943599999999,2004-04,36.61666666666667,36.61666666666667,0.02201235399388138,0,0.004957289872033214,0,36.127556
2004-04-07,36.15,34.99,36.6,34.69,137.27,20040407.0,1081.0,131.767258,183.295349,101.924286,149.664841,144.004044,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,142.25,1.0,144.5,1.0,146.5,1.0,137.0,632.45,-0.22,88.27,88.56,89.01,88.15,-0.54,,,,,,,37.42,2004-04-19,34.97,0.5700000000000003,-0.5899999999999963,0.8299999999999983,-0.8299999999999983,1.1799999999999997,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.033743208464398045,0,1142.25,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-0.75,-0.2478345209274635,1,-0.6600000000000108,,-35.326873000000006,2004-04,36.61666666666667,36.61666666666667,0.020038041131129957,0,0.00525697368617139,0,36.096146
2004-04-08,37.14,36.17,37.3,36.13,99.14,20040408.0,1223.0,148.970749,210.617294,112.612587,151.870056,145.310669,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,139.5,1.0,142.25,1.0,154.5,1.0,133.0,640.09,-0.24,89.02,88.33,89.11,88.08,0.85,,,,,,,37.6,2004-04-20,36.15,1.1599999999999966,-1.1799999999999997,1.9100000000000037,-1.9100000000000037,0.990000000000002,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.027385892116182697,0,1139.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-3.75,0.13055967970434668,1,0.11999999999999034,,-35.265487999999976,2004-04,36.61666666666667,36.61666666666667,0.023720744201749116,0,0.005008882923641062,0,36.096146
2004-04-12,37.84,37.24,37.95,37.11,91.68,20040412.0,831.0,187.353409,270.230133,159.104919,157.347855,167.263641,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,144.0,1.0,139.0,1.0,146.5,1.0,136.0,384.11,0.39,88.95,88.93,89.11,88.83,-0.08,,,,,,,35.73,2004-04-21,37.14,0.9699999999999989,-0.990000000000002,1.1699999999999946,-1.1699999999999946,0.7000000000000028,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.018847603661820145,0,1144.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-0.5,0.2576523260952388,1,0.060000000000002274,,12.16954100000001,2004-04,36.61666666666667,36.61666666666667,0.02515909969557209,0,0.004023949543724157,0,36.237736
2004-04-13,37.21,37.82,37.85,37.0,104.64,20040413.0,947.0,153.910217,195.282776,145.433151,159.041931,164.224548,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,128.25,1.0,144.25,1.0,150.0,1.0,126.25,828.3,-1.38,89.83,88.95,90.08,88.85,0.99,,,,,,,36.71,2004-04-22,37.84,0.6000000000000014,-0.7000000000000028,0.8400000000000034,-0.8400000000000034,-0.6300000000000026,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.01664904862579286,0,1128.25,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-27.25,-0.17850324783788696,1,1.2000000000000028,,22.14295899999999,2004-04,36.61666666666667,36.61666666666667,0.02452471526871494,0,0.006403901085562166,0,36.22429
2004-04-14,36.72,37.15,37.27,36.25,117.6,20040414.0,1094.0,239.207352,326.011047,231.640167,160.612656,179.573135,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,129.75,1.0,128.0,1.0,132.0,1.0,120.75,972.97,0.13,90.24,89.89,90.66,89.82,0.46,,,,,,,36.46,2004-04-23,37.21,-0.6099999999999994,0.6300000000000026,0.8500000000000014,-0.8500000000000014,-0.490000000000002,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.013168503090567052,0,1129.75,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-19.25,0.5542006025499919,1,1.809999999999988,,90.23660299999997,2004-04,36.61666666666667,36.61666666666667,0.02522425500513169,0,0.006768552349844895,0,36.05221
2004-04-15,37.57,36.7,37.65,36.44,121.77,20040415.0,1247.0,177.980774,270.121796,141.369888,157.961914,183.717422,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,125.0,1.0,129.25,1.0,133.5,1.0,119.0,880.21,-0.42,90.06,90.28,90.64,89.93,-0.2,,,,,,,36.97,2004-04-26,36.72,-0.4299999999999997,0.490000000000002,1.0200000000000031,-1.0200000000000031,0.8500000000000014,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.02314814814814814,0,1125.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-25.75,-0.2559560878379691,1,2.450000000000003,,-9.372635000000002,2004-04,36.61666666666667,36.61666666666667,0.018806351765750913,0,0.006796560112739348,0,36.096146
2004-04-16,37.74,37.56,37.95,37.17,69.26,20040416.0,1065.0,180.40274,217.057251,191.392761,157.893753,173.395889,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,134.0,1.0,124.5,1.0,136.0,1.0,122.0,681.19,0.8,89.94,90.02,90.44,89.58,-0.13,,,,,,,37.53,2004-04-27,37.57,0.8699999999999974,-0.8500000000000014,1.2100000000000009,-1.2100000000000009,0.1700000000000017,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.004524886877828038,0,1134.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-20.25,0.013608020380897923,0,2.730000000000004,,26.492523000000006,2004-04,36.61666666666667,36.61666666666667,0.018721149993508133,0,0.008428798305300045,0,36.127556
2004-04-19,37.42,37.65,38.3,37.3,79.57,20040419.0,937.0,176.764542,218.513351,146.98526,153.063919,160.207916,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,133.75,1.0,132.5,1.0,135.25,1.0,128.25,507.41,-0.02,89.8,89.75,89.9,89.39,-0.16,,,,,,,37.46,2004-04-28,37.74,0.17999999999999972,-0.1700000000000017,0.7800000000000011,-0.7800000000000011,-0.3200000000000003,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.008479067302596732,0,1133.75,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-24.0,-0.020167088371274122,0,1.289999999999992,,-62.44280999999998,2004-04,36.61666666666667,36.61666666666667,0.018920217053670915,0,0.008020708051107977,0,35.920494
2004-04-20,37.6,37.45,37.75,37.05,69.01,20040420.0,1076.0,144.693954,184.147095,133.117279,153.771332,158.891312,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,114.5,1.0,133.5,1.0,138.5,1.0,113.25,774.37,-1.7,90.49,89.86,90.64,89.85,0.77,,,,,,,37.31,2004-04-29,37.42,-0.22999999999999687,0.3200000000000003,1.0,-1.0,0.17999999999999972,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.0048102618920362605,0,1114.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-29.5,-0.18143111529686773,1,1.269999999999996,,-33.286820000000006,2004-04,36.61666666666667,36.61666666666667,0.01961648056011054,0,0.009255042815866428,0,35.985966
2004-04-21,35.73,36.46,36.49,35.35,118.36,20040421.0,1132.0,134.60965,157.533615,102.198898,152.844391,143.948792,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,122.5,1.0,115.5,1.0,124.75,1.0,114.25,861.18,0.72,91.12,90.92,91.24,90.53,0.7,,,,,,,37.38,2004-04-30,37.6,0.14999999999999858,-0.17999999999999972,0.7000000000000028,-0.7000000000000028,-1.8700000000000045,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.04973404255319158,0,1122.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-17.0,-0.06969402467224028,1,2.3700000000000045,,-45.79309000000001,2004-04,36.61666666666667,36.61666666666667,0.020174557272319323,0,0.010170881072645776,0,35.92902
2004-04-22,36.71,35.74,37.15,35.7,110.47,20040422.0,1274.0,148.207504,176.264709,142.697998,150.823212,139.695465,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,136.75,1.0,124.0,1.0,142.0,1.0,118.25,848.34,1.27,90.82,91.16,91.37,90.73,-0.33,,,,,,,38.21,2004-05-03,35.73,-0.730000000000004,1.8700000000000045,1.1400000000000006,-1.1400000000000006,0.980000000000004,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.02742793171004765,0,1136.75,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,16.5,0.1010169330356332,1,2.549999999999997,,-28.557038000000006,2004-04,36.61666666666667,36.61666666666667,0.017630364627246126,0,0.011642994947062286,1,35.157234
2004-04-23,36.46,36.79,36.9,36.1,70.29,20040423.0,1133.0,128.643402,174.882858,92.384064,149.299805,132.30127,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,139.5,1.0,140.0,1.0,142.25,1.0,133.25,515.76,0.24,91.08,90.63,91.34,90.5,0.29,,,,,,,38.98,2004-05-04,36.71,0.9699999999999989,-0.980000000000004,1.4499999999999957,-1.4499999999999957,-0.25,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.006810133478616143,0,1139.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,34.0,-0.13200480051266494,1,2.0600000000000023,,-16.050551999999982,2004-04,36.61666666666667,36.61666666666667,0.020390123148248666,0,0.01119918897115627,1,34.981583
2004-04-26,36.97,36.75,37.15,36.55,72.08,20040426.0,938.0,120.071754,154.908676,111.589706,145.414185,122.669281,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,138.0,1.0,138.25,1.0,144.25,1.0,131.0,554.09,-0.13,90.62,91.26,91.5,90.61,-0.51,,,,,,,39.57,2004-05-05,36.46,-0.3299999999999983,0.25,0.7999999999999972,-0.7999999999999972,0.509999999999998,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.013987931980252277,0,1138.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,18.75,-0.06663107370248189,1,1.6700000000000017,,-14.53789599999999,2004-04,36.61666666666667,36.61666666666667,0.01953620735004962,0,0.011240148827134191,1,35.047054
2004-04-27,37.53,36.93,37.7,36.87,93.21,20040427.0,1083.0,128.465225,164.661163,111.909668,147.334457,120.350891,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,138.0,1.0,137.75,1.0,146.25,1.0,134.75,743.86,0.0,90.41,90.73,90.91,90.34,-0.23,,,,,,,39.37,2004-05-06,36.97,0.21999999999999886,-0.509999999999998,0.6000000000000014,-0.6000000000000014,0.5600000000000023,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.015147416824452309,0,1138.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,31.75,0.06990379269382552,1,0.5799999999999983,,-19.742278999999996,2004-04,36.61666666666667,36.61666666666667,0.019097800732499535,0,0.005750512551982245,0,35.985966
2004-04-28,37.46,37.54,38.18,36.81,107.96,20040428.0,1152.0,189.782532,269.464325,114.770996,148.680145,128.232727,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,123.5,1.0,138.0,1.0,138.25,1.0,120.0,837.19,-1.27,91.17,90.45,91.29,90.23,0.84,,,,,,,39.93,2004-05-07,37.53,0.6000000000000014,-0.5600000000000023,0.8300000000000054,-0.8300000000000054,-0.07000000000000028,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.0018651745270450437,0,1123.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,12.0,0.47730665633442815,1,0.9300000000000068,,61.139129999999994,2004-04,36.61666666666667,36.61666666666667,0.01806271091965407,0,0.009094941038103698,0,36.127556
2004-04-29,37.31,37.33,37.44,36.63,86.62,20040429.0,1360.0,141.271271,199.113571,105.319267,149.511261,127.241837,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,114.0,1.0,123.0,1.0,128.0,1.0,106.5,1.15,-0.85,90.57,91.21,91.56,90.36,-0.66,,,,,,,38.93,2004-05-10,37.46,-0.0799999999999983,0.07000000000000028,1.3699999999999974,-1.3699999999999974,-0.14999999999999858,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.004004271222637468,0,1114.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-9.75,-0.2556149951672053,1,0.5099999999999909,,21.199517000000014,2004-04,36.61666666666667,36.61666666666667,0.018136849958561244,0,0.006337898857465875,0,36.127556
2004-04-30,37.38,37.42,38.03,37.25,69.88,20040430.0,1146.0,150.308472,230.532028,86.528908,148.729691,130.336853,nan,0.447014,0.154965,0.488735,0.420193,0.32781,3.546311,0.017881,1044,1124,1.0,106.0,1.0,113.25,1.0,119.0,1.0,103.75,817.53,-0.72,90.48,90.58,90.89,90.34,-0.1,,,,,,,40.06,2004-05-11,37.31,-0.01999999999999602,0.14999999999999858,0.8099999999999952,-0.8099999999999952,0.07000000000000028,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.0018761726078799779,0,1106.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-18.25,0.0639705506719761,1,0.5400000000000063,,21.84324699999999,2004-04,36.61666666666667,36.61666666666667,0.018075272482311375,0,0.005262931368980647,0,36.127556
2004-05-03,38.21,37.39,38.3,37.25,67.88,20040503.0,878.0,113.185684,150.449722,81.568451,143.541824,126.700531,nan,0.416593,0.21123,0.381388,0.322713,0.287508,2.880948,0.049874,1057,1111,1.0,116.0,1.0,105.25,1.0,118.0,1.0,104.25,609.88,0.9,90.76,90.63,90.92,90.43,0.31,,,,,,,40.77,2004-05-12,37.38,-0.03999999999999915,-0.07000000000000028,0.7800000000000011,-0.7800000000000011,0.8299999999999983,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.022204387372926737,0,1116.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-4.180000000000064,-0.246977349353934,1,0.960000000000008,,-76.59684800000001,2004-05,40.28,36.61666666666667,0.014660476548299013,0,0.008549648820619832,0,35.94064
2004-05-04,38.98,38.18,39.15,37.93,96.8,20040504.0,997.0,122.933807,178.864639,88.409348,144.835327,125.910332,nan,0.416593,0.21123,0.381388,0.322713,0.287508,2.880948,0.049874,1057,1111,1.0,115.5,1.0,116.0,1.0,127.5,1.0,111.5,781.49,-0.04,89.81,90.78,90.81,89.63,-1.05,,,,,,,41.08,2004-05-13,38.21,0.8200000000000003,-0.8299999999999983,1.0499999999999972,-1.0499999999999972,0.769999999999996,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.020151792724417694,0,1115.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,22.25,0.0861250527054287,1,-0.6799999999999926,,-18.33746400000001,2004-05,40.28,40.28,0.012459411101988189,0,0.00850119303450426,0,41.78676
2004-05-05,39.57,38.95,39.74,38.49,105.65,20040505.0,1085.0,128.228424,188.70694,86.316246,142.968399,117.116882,nan,0.416593,0.21123,0.381388,0.322713,0.287508,2.880948,0.049874,1057,1111,1.0,122.0,1.0,115.5,1.0,124.5,1.0,112.5,665.02,0.58,89.31,89.72,89.74,89.22,-0.56,,,,,,,41.38,2004-05-14,38.98,0.7999999999999972,-0.769999999999996,1.2199999999999989,-1.2199999999999989,0.5900000000000034,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.015135967162647646,0,1122.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,30.75,0.04306884435784197,0,-1.8100000000000023,,-22.080048000000005,2004-05,40.28,40.28,0.01051267444004999,0,0.007724628194920449,0,41.67658
2004-05-06,39.37,39.62,39.97,39.15,81.13,20040506.0,1275.0,103.923698,134.684952,64.811859,140.593048,111.781517,nan,0.416593,0.21123,0.381388,0.322713,0.287508,2.880948,0.049874,1057,1111,1.0,113.0,1.0,122.0,1.0,122.25,1.0,104.75,782.29,-0.8,89.88,89.39,89.95,89.28,0.64,,,,,,,41.55,2004-05-17,39.57,0.6199999999999974,-0.5900000000000034,1.25,-1.25,-0.20000000000000284,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.005054334091483481,0,1113.0,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,21.5,-0.18954242157729384,1,-0.9399999999999977,,-9.261985999999993,2004-05,40.28,40.28,0.010440129364810324,0,0.007610792720870054,0,41.611107
2004-05-07,39.93,39.43,40.0,39.37,84.27,20040507.0,1110.0,137.277573,160.655899,114.150604,140.776733,109.91996,nan,0.416593,0.21123,0.381388,0.322713,0.287508,2.880948,0.049874,1057,1111,1.0,95.5,1.0,113.0,1.0,117.0,1.0,94.5,986.63,-1.57,91.13,89.9,91.27,89.58,1.39,,,,,,,40.54,2004-05-18,39.37,-0.25,0.20000000000000284,0.8200000000000003,-0.8200000000000003,0.5600000000000023,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.014224028448057036,0,1095.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-10.5,0.32094580583535426,1,0.04999999999999716,,14.343765999999988,2004-05,40.28,40.28,0.011552612343200859,0,0.010125227808625981,0,41.81817
2004-05-10,38.93,39.84,39.95,38.28,106.5,20040510.0,903.0,128.394089,197.484009,97.612541,131.875565,113.225861,nan,0.416593,0.21123,0.381388,0.322713,0.287508,2.880948,0.049874,1057,1111,1.0,83.5,1.0,95.0,1.0,97.0,1.0,78.0,1.23,-1.1,91.56,91.16,91.87,91.15,0.47,,,,,,,41.5,2004-05-19,39.93,0.5,-0.5600000000000023,0.6300000000000026,-0.6300000000000026,-1.0,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.02504382669671923,0,1083.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-22.5,-0.06471183752643983,1,0.9399999999999977,,0.16566500000001838,2004-05,40.28,40.28,0.011123834229407714,0,0.008569983826468335,0,41.5331
2004-05-11,40.06,38.88,40.15,38.47,104.49,20040511.0,1042.0,133.520004,190.155731,74.01738,132.683289,114.738174,nan,0.416593,0.21123,0.381388,0.322713,0.287508,2.880948,0.049874,1057,1111,1.0,92.25,1.0,83.5,1.0,95.25,1.0,81.25,755.06,0.81,91.66,91.69,92.1,91.37,0.11,,,,,,,40.92,2004-05-20,38.93,-0.9100000000000037,1.0,1.6700000000000017,-1.6700000000000017,1.1300000000000026,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.029026457744669942,0,1092.25,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-29.5,0.03992329428810382,0,1.25,,29.596306,2004-05,40.28,40.28,0.015356703260104201,0,0.010538363054073102,1,41.92835
2004-05-12,40.77,40.21,40.92,39.82,107.91,20040512.0,1083.0,122.347839,134.168365,106.822861,130.516434,113.898087,nan,0.416593,0.21123,0.381388,0.322713,0.287508,2.880948,0.049874,1057,1111,1.0,98.75,1.0,92.5,1.0,99.75,1.0,75.25,1.19,0.6,91.29,91.51,91.69,91.05,-0.4,,,,,,,39.93,2004-05-21,40.06,1.1799999999999997,-1.1300000000000026,1.6799999999999997,-1.6799999999999997,0.7100000000000009,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.017723414877683474,0,1098.75,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-27.25,-0.08367409126201053,1,0.12000000000000455,,-14.929733999999996,2004-05,40.28,40.28,0.01835361895387784,0,0.010567851735334173,1,41.63463
2004-05-13,41.08,40.73,41.1,40.3,91.88,20040513.0,1293.0,125.534271,178.782669,80.952164,129.570572,116.985313,nan,0.416593,0.21123,0.381388,0.322713,0.287508,2.880948,0.049874,1057,1111,1.0,93.75,1.0,98.5,1.0,102.5,1.0,90.75,868.3,-0.46,91.96,91.31,92.25,91.2,0.73,,,,,,,41.72,2004-05-24,40.77,0.5600000000000023,-0.7100000000000009,1.1000000000000014,-1.1000000000000014,0.30999999999999517,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.007603630120186278,0,1093.75,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-31.25,0.026044039895138704,0,1.3900000000000006,,-2.859818000000004,2004-05,40.28,40.28,0.017924270591175673,0,0.01036065973414844,1,41.52445
2004-05-14,41.38,41.08,41.56,40.75,94.62,20040514.0,1154.0,114.820374,143.083679,100.250572,125.424332,113.777145,nan,0.416593,0.21123,0.381388,0.322713,0.287508,2.880948,0.049874,1057,1111,1.0,94.75,1.0,93.5,1.0,102.0,1.0,85.75,857.02,0.09,91.66,92.1,92.29,91.48,-0.33,,,,,,,41.14,2004-05-25,41.08,0.3500000000000014,-0.30999999999999517,0.8000000000000043,-0.8000000000000043,0.30000000000000426,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.007302823758519983,0,1094.75,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-38.75,-0.08534639118587783,1,1.1799999999999926,,-18.69963,2004-05,40.28,40.28,0.017443110678045444,0,0.007779778477239542,0,41.52445
2004-05-17,41.55,41.28,41.85,40.8,91.4,20040517.0,950.0,149.937271,159.904297,127.577019,123.032066,121.49984,nan,0.416593,0.21123,0.381388,0.322713,0.287508,2.880948,0.049874,1057,1111,1.0,85.5,1.0,94.0,1.0,94.75,1.0,78.25,819.85,-0.84,91.0,91.61,91.73,90.51,-0.72,,,,,,,40.7,2004-05-26,41.38,0.30000000000000426,-0.30000000000000426,0.8100000000000023,-0.8100000000000023,0.1699999999999946,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.004108264862252131,0,1085.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-56.5,0.30584203636194407,1,0.23999999999999488,,27.589432000000016,2004-05,40.28,40.28,0.01691536471498998,0,0.006942884141862685,0,41.66604
2004-05-18,40.54,41.55,41.58,40.35,64.12,20040518.0,1025.0,158.356888,199.753189,134.366028,124.126335,125.047966,nan,0.416593,0.21123,0.381388,0.322713,0.287508,2.880948,0.049874,1057,1111,1.0,90.25,1.0,85.25,1.0,94.5,1.0,84.5,644.99,0.44,91.25,90.92,91.33,90.79,0.27,,,,,,,39.44,2004-05-27,41.55,0.269999999999996,-0.1699999999999946,1.0500000000000043,-1.0500000000000043,-1.009999999999998,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.024308062575210565,0,1090.25,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-58.0,0.056154263338566324,1,1.4399999999999977,,32.822616999999994,2004-05,40.28,40.28,0.016447579419984242,0,0.006059720447355227,0,41.38097
2004-05-19,41.5,40.45,41.55,39.9,81.71,20040519.0,1128.0,117.466942,152.236969,87.909698,122.149742,124.350693,nan,0.416593,0.21123,0.381388,0.322713,0.287508,2.880948,0.049874,1057,1111,1.0,86.75,1.0,90.75,1.0,105.75,1.0,85.75,1.03,-0.32,90.53,91.25,91.28,90.36,-0.79,,,,,,,39.88,2004-05-28,40.54,-1.009999999999998,1.009999999999998,1.2299999999999969,-1.2299999999999969,0.9600000000000009,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,0.023680315737543145,0,1086.75,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-58.0,-0.2582138769991489,1,1.2199999999999989,,2.646568000000002,2004-05,40.28,40.28,0.019915733131690684,0,0.004963385877505996,0,41.63463
2004-05-20,40.92,41.57,41.7,40.75,51.5,20040520.0,1261.0,160.243164,225.221207,135.431595,122.668053,129.309113,nan,0.416593,0.21123,0.381388,0.322713,0.287508,2.880948,0.049874,1057,1111,1.0,90.5,1.0,87.0,1.0,92.75,1.0,84.0,659.18,0.35,91.03,90.63,91.3,90.54,0.55,,,,,,,42.33,2004-06-01,41.5,1.0499999999999972,-0.9600000000000009,1.6499999999999986,-1.6499999999999986,-0.5799999999999983,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.013975903614457774,0,1090.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-51.75,0.364155406378077,1,1.1500000000000057,,10.305892999999998,2004-05,40.28,40.28,0.021649931398808768,0,0.005288800850665693,0,41.449104
2004-05-21,39.93,40.68,40.96,39.65,118.04,20040521.0,1090.0,124.601166,151.484924,96.028572,122.334435,130.70636,nan,0.416593,0.21123,0.381388,0.322713,0.287508,2.880948,0.049874,1057,1111,1.0,92.5,1.0,90.0,1.0,99.75,1.0,88.75,674.78,0.18,90.49,90.83,90.87,90.07,-0.59,,,,,,,39.96,2004-06-02,40.92,-0.6499999999999986,0.5799999999999983,0.9500000000000028,-0.9500000000000028,-0.990000000000002,41.71638783269962,5.741636688634947,0.4625495256346349,-0.6876335972201182,-0.024193548387096864,0,1092.5,1132.8954372623575,33.37190602777121,0.5760048259188234,-0.14505891401029958,-47.0,-0.22242445237788744,1,-0.6400000000000006,,-33.75572199999999,2004-05,40.28,40.28,0.021139481898367767,0,0.005369311665301191,0,41.38097
